# Simulation 1 (Up to date)
# 246 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (Pa),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.0139,18.826,33.676,22.563,33.764,22.641,0.60213,-6.3296e-6,0.60213,-6.023e-4,2.4404,1.8814,28.61,-80.6,9.7921,1.8381,-3.6421e-6,-8.3892,-0.0034675,253.59,6.6075,0.0089708,1.5984e-4,436.36,324.83,2.0279,0.099799,1593469,8.9485,0.73416,0.43391,0.43815,0.32001,0.013651,0.10024,0.19545,0.39885,1.3516e-4,0,0,0,0,-0.0020091,0.0043264,55,23.758,84.381,-0.0041046,NaN,14.878,101104,340.31,0.017038,0.034275
1.031,19.403,34.06,22.472,34.15,22.532,0.64397,-7.7337e-6,0.64397,-6.8809e-4,2.4704,1.6407,28.61,-80.6,9.7921,2.0153,-3.4503e-6,-4.1222,-0.0053749,253.38,6.3944,0.0089468,1.5983e-4,435.77,324.55,2.0222,0.10096,1611850,8.931,0.75267,0.43393,0.43899,0.32001,0.013655,0.10027,0.21599,0.43728,1.6589e-4,0,0,0,0,-4.7406e-4,0.0043758,55,23.758,84.488,-0.0034996,NaN,14.874,101097,340.31,0.015147,0.034637
1.0461,19.922,34.401,22.382,34.491,22.433,0.68157,-9.0214e-6,0.68157,-7.5838e-4,2.4942,1.5118,28.61,-80.6,9.7921,2.1032,-3.0472e-6,0.032813,-0.0058555,253.19,6.2129,0.0089263,1.5981e-4,435.48,324.31,2.0213,0.10198,1628106,8.915,0.76873,0.43395,0.43943,0.32,0.013659,0.10029,0.2263,0.45781,-4.0235e-4,0,0,0,0,2.9437e-8,0.0044195,55,23.758,84.52,-0.0025923,NaN,14.871,101091,340.31,0.014148,0.034996
1.0603,20.411,34.717,22.288,34.808,22.341,0.71701,-1.0235e-5,0.71701,-8.1791e-4,2.5156,1.5317,28.61,-80.6,9.7921,2.0521,-3.609e-6,4.0541,-0.0048555,253.03,6.0477,0.0089076,1.598e-4,435.65,324.09,2.0284,0.10291,1642941,8.8996,0.78241,0.43397,0.4392,0.31999,0.013662,0.10031,0.2203,0.44651,-1.765e-4,0,0,0,0,4.4126e-4,0.0044601,55,23.758,84.491,-0.0017879,NaN,14.867,101086,340.31,0.014214,0.03538
1.0745,20.907,35.034,22.187,35.126,22.249,0.75292,-1.1443e-5,0.75292,-8.708e-4,2.5381,1.6524,28.61,-80.6,9.7921,1.9191,-3.3939e-6,7.9712,-0.0071619,252.87,5.8888,0.0088895,1.5979e-4,436.1,323.88,2.0404,0.10384,1657681,8.8841,0.79542,0.43399,0.43859,0.31999,0.013665,0.10033,0.20481,0.41647,1.7137e-4,0,0,0,0,0.0016756,0.0045008,55,23.758,84.405,-9.3193e-4,NaN,14.864,101080,340.31,0.014939,0.035749
1.0894,21.432,35.365,22.073,35.458,22.151,0.79103,-1.2677e-5,0.79103,-9.1818e-4,2.5643,1.8582,28.61,-80.6,9.7921,1.7263,-3.5423e-6,11.808,-0.0064583,252.71,5.7273,0.0088712,1.5978e-4,436.76,323.66,2.0564,0.10481,1673113,8.8674,0.8088,0.434,0.43776,0.31998,0.013669,0.10035,0.18266,0.37195,4.9478e-4,0,0,0,0,0.0036092,0.0045434,55,23.758,84.257,1.9395e-7,NaN,14.861,101074,340.3,0.016386,0.036113
1.1058,22.015,35.726,21.939,35.821,22.044,0.83331,-1.3955e-5,0.83331,-9.5951e-4,2.5972,2.1559,28.61,-80.6,9.7921,1.4732,-2.6716e-6,15.542,-0.0072704,252.54,5.5546,0.0088516,1.5976e-4,437.65,323.43,2.0767,0.10588,1.69e6,8.8486,0.82342,0.43402,0.43679,0.31997,0.013673,0.10038,0.15412,0.31411,2.6732e-4,0,0,0,0,0.0061276,0.0045899,55,23.758,84.032,9.7036e-4,NaN,14.857,101067,340.3,0.018974,0.036474
1.1248,22.697,36.142,21.771,36.238,21.922,0.883,-1.53e-5,0.883,-9.9278e-4,2.642,2.5685,28.61,-80.6,9.7921,1.1486,-2.55e-6,19.128,-0.010559,252.34,5.3597,0.0088294,1.5975e-4,438.82,323.17,2.1027,0.10711,1709613,8.8257,0.84066,0.43405,0.43575,0.31997,0.013677,0.10041,0.11839,0.23961,3.253e-4,0,0,0,0,0.009069,0.0046434,55,23.758,83.702,0.001939,NaN,14.852,101059,340.3,0.024245,0.036843
1.149,23.579,36.668,21.531,36.768,21.767,0.94787,-1.6723e-5,0.94787,-0.0010108,2.7119,3.1966,28.61,-80.6,9.7921,0.6703,-3.5718e-6,22.3,-0.015836,252.1,5.1214,0.0088022,1.5973e-4,440.61,322.85,2.141,0.10868,1734504,8.7934,0.86322,0.43408,0.43467,0.31995,0.013683,0.10044,0.067568,0.13222,-3.4675e-4,0,0,0,0,0.011972,0.0047114,55,23.758,83.196,0.0027974,NaN,14.847,101048,340.3,0.036367,0.037207
1.1854,24.927,37.447,21.124,37.555,21.536,1.0488,-1.8109e-5,1.0488,-9.8925e-4,2.8466,4.1939,28.61,-80.6,9.7921,0.055039,-4.8766e-6,-23.693,-0.1308,251.77,4.7872,0.0087641,1.5971e-4,443.04,322.41,2.1933,0.11102,1771662,8.7475,0.89955,0.43413,0.43413,0.31994,0.013692,0.1005,0.0053874,0.025185,-1.4288e-4,0,0,0,0,-0.012951,0.0048125,55,23.758,82.347,0.0019313,NaN,14.838,101033,340.29,0.05,0.037599
1.2354,26.826,38.494,20.479,38.618,21.222,1.197,-1.875e-5,1.197,-8.9746e-4,3.092,5.5657,28.61,-80.6,9.7921,1.0123,4.6427e-6,-18.665,-0.0043756,251.29,4.3111,0.0087095,1.5968e-4,439.34,321.77,2.1377,0.11416,1821504,8.7093,0.95403,0.43419,0.43552,0.31992,0.013704,0.10057,0.1037,0.22889,2.1696e-4,0,0,0,0,-0.0076015,0.0049491,55,23.758,81.256,0.001433,NaN,14.826,101010,340.28,0.022049,0.037959
1.2574,27.679,38.946,20.295,39.079,21.179,1.2666,-1.8567e-5,1.2666,-8.3988e-4,3.2207,6.0544,28.61,-80.6,9.7921,1.3152,3.9261e-6,-13.973,-0.0012502,250.9,3.914,0.0086638,1.5965e-4,438.24,321.23,2.1275,0.11552,1843038,8.679,0.97882,0.43422,0.43644,0.31991,0.013709,0.10061,0.13662,0.29467,4.7185e-4,0,0,0,0,-0.0041607,0.0050085,55,23.758,80.894,0.0012432,NaN,14.82,101000,340.28,0.016641,0.038367
1.2741,28.33,39.283,20.079,39.424,21.046,1.321,-1.827e-5,1.321,-7.9242e-4,3.324,6.3074,28.61,-80.6,9.7921,1.4702,4.3497e-6,-9.6762,0.0011198,250.69,3.7038,0.0086396,1.5963e-4,437.69,320.95,2.1226,0.11653,1859100,8.6451,0.99727,0.43424,0.437,0.3199,0.013713,0.10063,0.15381,0.32863,-2.8205e-4,0,0,0,0,-0.0019608,0.0050529,55,23.758,80.696,0.0012641,NaN,14.816,100993,340.28,0.014623,0.038717
1.2887,28.907,39.577,19.893,39.724,20.907,1.3703,-1.7892e-5,1.3703,-7.4808e-4,3.4174,6.4328,28.61,-80.6,9.7921,1.5405,4.6279e-6,-5.5312,0.0026063,250.52,3.5373,0.0086203,1.5962e-4,437.45,320.72,2.1223,0.11741,1873084,8.6144,1.013,0.43426,0.43728,0.31989,0.013717,0.10065,0.16167,0.34383,7.7792e-5,0,0,0,0,-6.3112e-4,0.0050916,55,23.758,80.585,0.0015233,NaN,14.812,100986,340.28,0.013737,0.039081
1.3024,29.452,39.85,19.731,40.004,20.762,1.4179,-1.7424e-5,1.4179,-7.0411e-4,3.5062,6.4624,28.61,-80.6,9.7921,1.5485,4.4318e-6,-1.4718,-2.4431e-4,250.37,3.3862,0.0086029,1.5961e-4,437.42,320.52,2.1255,0.11824,1886112,8.5849,1.0273,0.43428,0.43733,0.31989,0.01372,0.10068,0.16257,0.34556,2.7289e-5,0,0,0,0,-4.4069e-5,0.0051277,55,23.758,80.537,0.001658,NaN,14.809,100980,340.27,0.013453,0.039457
1.3159,29.99,40.115,19.586,40.276,20.608,1.4656,-1.6858e-5,1.4656,-6.5902e-4,3.593,6.4064,28.61,-80.6,9.7921,1.5024,3.9368e-6,2.5211,-8.3882e-4,250.22,3.2413,0.0085861,1.596e-4,437.59,320.32,2.1321,0.11904,1898772,8.5555,1.0408,0.4343,0.43717,0.31988,0.013723,0.1007,0.15741,0.3351,-4.7244e-4,0,0,0,0,1.2757e-4,0.0051628,55,23.758,80.544,0.0016026,NaN,14.805,100973,340.27,0.013661,0.03985
1.3295,30.54,40.382,19.454,40.55,20.438,1.5153,-1.6174e-5,1.5153,-6.1155e-4,3.6798,6.2655,28.61,-80.6,9.7921,1.4034,4.3436e-6,6.4338,-6.4347e-4,250.08,3.0968,0.0085693,1.5959e-4,437.94,320.12,2.1421,0.11984,1911530,8.5251,1.054,0.43432,0.43683,0.31987,0.013727,0.10072,0.14638,0.31295,3.5582e-4,0,0,0,0,8.1969e-4,0.0051981,55,23.758,80.605,0.001519,NaN,14.801,100967,340.27,0.014405,0.040242
1.344,31.124,40.663,19.329,40.837,20.248,1.569,-1.534e-5,1.569,-5.6019e-4,3.7687,6.0314,28.61,-80.6,9.7921,1.2471,4.2897e-6,10.244,1.9599e-4,249.93,2.9473,0.008552,1.5958e-4,438.5,319.92,2.156,0.12069,1924881,8.4921,1.0676,0.43434,0.43634,0.31987,0.01373,0.10074,0.12916,0.27675,2.7987e-4,0,0,0,0,0.0020491,0.0052352,55,23.758,80.726,0.0014133,NaN,14.798,100960,340.27,0.016031,0.04062
1.36,31.778,40.973,19.204,41.154,20.021,1.6301,-1.4285e-5,1.6301,-5.0209e-4,3.8627,5.6615,28.61,-80.6,9.7921,1.0012,3.459e-6,13.89,-9.1303e-5,249.77,2.7852,0.0085332,1.5957e-4,439.4,319.7,2.1765,0.12162,1939705,8.4532,1.0825,0.43436,0.43566,0.31986,0.013734,0.10076,0.10252,0.21916,-2.9396e-5,0,0,0,0,0.0037095,0.0052761,55,23.758,80.92,0.0012877,NaN,14.793,100952,340.26,0.01989,0.041108
1.3799,32.597,41.355,19.053,41.545,19.722,1.7081,-1.2808e-5,1.7081,-4.2962e-4,3.9701,5.0902,28.61,-80.6,9.7921,0.62565,2.6846e-6,17.161,-0.0011053,249.58,2.5938,0.0085109,1.5955e-4,440.82,319.44,2.207,0.12278,1957990,8.3993,1.1011,0.43438,0.4349,0.31985,0.013739,0.10079,0.06295,0.13313,-2.0275e-4,0,0,0,0,0.0055567,0.0053264,55,23.758,81.232,0.0011123,NaN,14.788,100943,340.26,0.029835,0.041538
1.4097,33.839,41.923,18.807,42.124,19.255,1.8286,-1.0285e-5,1.8286,-3.2227e-4,4.1084,4.1292,28.61,-80.6,9.7921,0.0030939,3.556e-6,18.978,-0.48226,249.31,2.3288,0.00848,1.5953e-4,443.29,319.08,2.2585,0.12449,1985088,8.3263,1.1307,0.43442,0.43442,0.31984,0.013746,0.10084,3.0215e-4,-0.0058343,-9.6064e-5,0,0,0,0,0.0066099,0.005401,55,23.758,81.78,3.0694e-4,NaN,14.78,100928,340.26,0.044753,0.041951
1.4545,35.734,42.765,18.716,42.977,18.922,2.0162,-6.2536e-6,2.0162,-1.7772e-4,4.2623,2.7826,28.61,-80.6,9.7921,0.83992,-2.4718e-6,-14.332,-0.005573,248.92,1.9338,0.0084339,1.595e-4,440.02,318.54,2.2089,0.12701,2025010,8.307,1.1794,0.43448,0.4354,0.31982,0.013757,0.10091,0.085371,0.19219,1.8242e-4,0,0,0,0,-0.0036216,0.0055106,55,23.758,82.556,-1.4385e-4,NaN,14.768,100906,340.25,0.020564,0.042389
1.475,36.618,43.151,18.712,43.366,18.857,2.1044,-4.319e-6,2.1044,-1.1759e-4,4.3147,2.3324,28.61,-80.6,9.7921,1.0962,-1.7383e-6,-9.6239,-0.0012426,248.57,1.5907,0.0083936,1.5948e-4,439.08,318.06,2.2002,0.12816,2043156,8.3051,1.2025,0.43451,0.43606,0.31981,0.013762,0.10094,0.11275,0.24939,1.2503e-4,0,0,0,0,-0.0016039,0.0055605,55,23.758,82.804,4.7099e-5,NaN,14.762,100896,340.24,0.015492,0.042849
1.4905,37.288,43.44,18.684,43.658,18.802,2.1715,-2.816e-6,2.1715,-7.4301e-5,4.3489,2.1099,28.61,-80.6,9.7921,1.2119,-2.669e-6,-5.3519,-0.0017148,248.38,1.4032,0.0083716,1.5947e-4,438.66,317.81,2.1973,0.12902,2056771,8.3036,1.2196,0.43453,0.43642,0.3198,0.013766,0.10096,0.12532,0.27565,-4.4703e-4,0,0,0,0,-4.8942e-4,0.0055979,55,23.758,82.921,2.1557e-4,NaN,14.758,100888,340.24,0.013795,0.04324
1.5043,37.889,43.698,18.646,43.917,18.755,2.2317,-1.4373e-6,2.2317,-3.6902e-5,4.3773,2.0148,28.61,-80.6,9.7921,1.2516,-2.937e-6,-1.2298,-0.0011762,248.23,1.2509,0.0083537,1.5946e-4,438.52,317.6,2.1986,0.12979,2068843,8.3022,1.2344,0.43455,0.43656,0.31979,0.013769,0.10098,0.12967,0.28475,-2.3599e-4,0,0,0,0,-2.5538e-5,0.0056312,55,23.758,82.967,2.2018e-4,NaN,14.754,100881,340.24,0.01317,0.043657
1.5175,38.466,43.943,18.601,44.164,18.711,2.2895,-8.515e-8,2.2895,-2.1309e-6,4.4038,2.0239,28.61,-80.6,9.7921,1.2303,-2.9118e-6,2.7836,0.001902,248.09,1.1106,0.0083372,1.5944e-4,438.6,317.4,2.2035,0.13051,2080311,8.3008,1.2481,0.43456,0.43651,0.31979,0.013773,0.101,0.12734,0.28086,-3.4572e-4,0,0,0,0,1.2939e-4,0.0056628,55,23.758,82.956,1.4913e-4,NaN,14.75,100874,340.24,0.013178,0.043988
1.5307,39.047,44.188,18.547,44.41,18.668,2.3477,1.298e-6,2.3477,3.1679e-5,4.431,2.1243,28.61,-80.6,9.7921,1.1576,-3.114e-6,6.7014,0.0028198,247.96,0.97356,0.008321,1.5944e-4,438.86,317.21,2.2118,0.13124,2091759,8.2994,1.2613,0.43458,0.43631,0.31978,0.013776,0.10102,0.11942,0.26353,-2.6121e-4,0,0,0,0,7.417e-4,0.0056944,55,23.758,82.894,-9.3181e-5,NaN,14.746,100867,340.24,0.013865,0.044324
1.5445,39.662,44.445,18.479,44.669,18.625,2.4093,2.7771e-6,2.4093,6.604e-5,4.4618,2.3223,28.61,-80.6,9.7921,1.0302,-2.9953e-6,10.514,0.0016104,247.81,0.8329,0.0083044,1.5942e-4,439.33,317.02,2.2239,0.132,2103777,8.2979,1.2749,0.4346,0.43598,0.31978,0.013779,0.10105,0.10565,0.23281,2.1075e-4,0,0,0,0,0.0018048,0.0057276,55,23.758,82.774,-1.8482e-4,NaN,14.742,100860,340.23,0.015484,0.044654
1.56,40.352,44.731,18.392,44.957,18.58,2.4787,4.454e-6,2.4787,1.0295e-4,4.5,2.6344,28.61,-80.6,9.7921,0.83983,-2.7367e-6,14.174,0.0042267,247.66,0.68025,0.0082864,1.5941e-4,440.05,316.81,2.2407,0.13285,2117194,8.2961,1.29,0.43462,0.43554,0.31977,0.013783,0.10107,0.085371,0.18781,4.3433e-4,0,0,0,0,0.0032381,0.0057646,55,23.758,82.582,-2.8099e-4,NaN,14.738,100852,340.23,0.018909,0.044982
1.5789,41.201,45.078,17.184,45.307,17.439,2.5643,6.5322e-6,2.5643,1.4595e-4,4.5543,2.971,28.61,-80.6,9.7921,0.55299,-2.7628e-6,17.514,0.0081547,247.48,0.50136,0.0082652,1.594e-4,441.14,316.56,2.2652,0.13389,2133554,7.4133,1.3086,0.43465,0.43505,0.31976,0.013788,0.1011,0.05546,0.12037,-4.8465e-4,0,0,0,0,0.0048678,0.0058096,55,23.758,82.28,-3.3902e-4,NaN,14.732,100842,340.23,0.028364,0.045347
1.6073,42.486,45.505,-4.6412,45.741,4.6867,2.6947,9.6611e-6,2.6947,2.0542e-4,4.642,0.65139,28.61,-80.6,9.792,0.073387,-2.6626e-6,19.652,0.088872,247.06,0.07424,0.0082146,1.5937e-4,443.05,315.97,2.3106,0.13518,2153874,2.6154,1.3326,0.43468,0.43469,0.31975,0.013794,0.10114,0.007193,0.010738,-1.3344e-4,0,0,0,0,0.0060126,0.0058654,55,23.758,81.745,-0.0012927,NaN,14.724,100827,340.22,0.042546,0.045756
1.6498,44.418,45.305,-15.188,45.547,15.189,2.8931,1.4181e-5,2.8931,2.8085e-4,4.6883,0.17861,28.61,-80.6,9.792,0.54913,-3.6047e-6,-16.52,0.011661,247.06,0.07424,0.0082146,1.5937e-4,441.16,315.97,2.2763,0.13465,2145065,6.847e-5,1.323,0.43467,0.43506,0.31975,0.013792,0.10112,0.055064,0.12931,3.1031e-4,0,0,0,0,-0.0042824,0.0058408,55,23.758,80.952,-0.0027105,NaN,14.711,100804,340.21,0.026518,0.046134
# Event BURNOUT occurred at t=1.6763 seconds
# Event EJECTION_CHARGE occurred at t=1.6763 seconds
1.6763,45.614,44.903,-15.18,45.147,15.182,3.0174,1.6737e-5,3.0174,3.178e-4,4.6899,0.26991,28.61,-80.6,9.792,0.93442,-5.5453e-6,-11.115,0.0019666,246.98,2.4993e-4,0.0082058,1.5936e-4,439.69,315.86,2.2515,0.13345,2125732,0,1.3015,0.43464,0.43577,0.31976,0.013786,0.10109,0.095408,0.21684,1.1896e-4,0,0,0,0,-0.0019737,0.0057897,55,23.758,80.58,-0.0038332,NaN,14.704,100790,340.21,0.016084,0.046721
1.6924,46.334,44.659,-15.158,44.905,15.164,3.0928,1.8114e-5,3.0928,3.3557e-4,4.6957,0.4394,28.61,-80.6,9.792,1.082,-5.5448e-6,-6.8091,0.0015663,246.98,0,0.0082058,1.5936e-4,439.14,315.86,2.2415,0.13272,2114051,0,1.2883,0.43462,0.43614,0.31977,0.013783,0.10107,0.11123,0.25035,3.4909e-4,0,0,0,0,-7.4883e-4,0.0057587,55,23.758,80.435,-0.0043641,NaN,14.699,100782,340.21,0.014084,0.04705
1.7065,46.961,44.446,-15.115,44.694,15.122,3.159,1.919e-5,3.159,3.4805e-4,4.7024,0.46644,28.61,-80.6,9.792,1.1118,-5.1598e-6,-2.7137,-0.0023567,246.98,0,0.0082058,1.5936e-4,439.03,315.86,2.2395,0.1321,2104062,0,1.2764,0.4346,0.4362,0.31977,0.01378,0.10105,0.11445,0.25596,-4.5673e-4,0,0,0,0,-1.2007e-4,0.0057318,55,23.758,80.368,-0.0047026,NaN,14.695,100774,340.2,0.013906,0.047376
1.7204,47.578,44.236,-15.05,44.486,15.054,3.2245,2.0123e-5,3.2245,3.5757e-4,4.7083,0.37498,28.61,-80.6,9.792,1.0424,-5.1598e-6,1.1593,4.037e-4,246.98,0,0.0082058,1.5936e-4,439.29,315.86,2.2441,0.13151,2094473,0,1.2643,0.43459,0.436,0.31978,0.013777,0.10103,0.10696,0.23962,-9.5586e-5,0,0,0,0,2.2109e-5,0.0057052,55,23.758,80.357,-0.004732,NaN,14.691,100767,340.2,0.01499,0.047704
1.7354,48.24,44.011,-14.967,44.262,14.969,3.2951,2.0989e-5,3.2951,3.6496e-4,4.7128,0.21622,28.61,-80.6,9.792,0.91197,-5.5639e-6,4.9097,0.0028329,246.98,0,0.0082058,1.5936e-4,439.77,315.86,2.2528,0.13087,2084182,0,1.251,0.43457,0.43566,0.31978,0.013774,0.10101,0.093013,0.20884,4.0974e-5,0,0,0,0,4.0046e-4,0.0056767,55,23.758,80.403,-0.0043379,NaN,14.686,100759,340.2,0.017369,0.048034
1.7528,49.002,43.752,-14.863,44.005,14.863,3.377,2.1841e-5,3.377,3.7058e-4,4.7146,0.010949,28.61,-80.6,9.792,0.71447,-4.6673e-6,8.4481,0.003629,246.98,0,0.0082058,1.5936e-4,440.51,315.86,2.2663,0.13013,2072239,0,1.2355,0.43455,0.43523,0.31979,0.013771,0.10099,0.072198,0.16279,2.4041e-4,0,0,0,0,0.0011992,0.0056438,55,23.758,80.521,-0.0034342,NaN,14.681,100750,340.2,0.022539,0.048365
1.7753,49.984,43.418,-14.738,43.673,14.74,3.4832,2.2804e-5,3.4832,3.7511e-4,4.7116,0.26002,28.61,-80.6,9.792,0.4806,-5.1431e-6,11.771,0.0041289,246.98,0,0.0082058,1.5936e-4,441.41,315.86,2.2826,0.12914,2056304,0,1.2155,0.43453,0.43484,0.3198,0.013767,0.10097,0.04803,0.10683,4.7776e-4,0,0,0,0,0.0023642,0.0056013,55,23.758,80.751,-0.0018894,NaN,14.675,100739,340.19,0.033808,0.048714
1.8091,51.444,42.923,-14.549,43.179,14.565,3.6423,2.4224e-5,3.6423,3.8106e-4,4.6956,0.69437,28.61,-80.6,9.792,0.043705,-6.9083e-6,13.859,0.073482,246.98,0,0.0082058,1.5936e-4,443.14,315.86,2.3141,0.12767,2032599,0,1.1869,0.4345,0.4345,0.31981,0.01376,0.10092,0.0042769,0.0063949,-3.837e-4,0,0,0,0,0.0033533,0.0055382,55,23.758,81.195,0.0014506,NaN,14.666,100722,340.19,0.05,0.049071
1.8591,53.572,42.202,-14.307,42.457,14.363,3.8759,2.77e-5,3.8759,4.0948e-4,4.6456,1.2679,28.61,-80.6,9.792,0.56708,-4.0498e-6,-10.459,0.008075,246.98,0,0.0082058,1.5936e-4,441.06,315.86,2.2763,0.12552,1997994,0,1.1479,0.43445,0.43487,0.31983,0.013751,0.10087,0.056902,0.1318,-4.9195e-4,0,0,0,0,-0.0019758,0.0054456,55,23.758,81.83,0.0084328,NaN,14.652,100697,340.18,0.029939,0.049457
1.8891,54.829,41.775,-14.191,42.028,14.266,4.0144,3.1243e-5,4.0144,4.4593e-4,4.6044,1.4636,28.61,-80.6,9.792,0.7893,-1.6625e-6,-5.6738,0.0044346,246.98,0,0.0082058,1.5936e-4,440.21,315.86,2.2608,0.12424,1977492,0,1.1255,0.43442,0.43523,0.31984,0.013745,0.10083,0.080031,0.18119,-5.0879e-5,0,0,0,0,-5.9347e-4,0.0053907,55,23.758,82.075,0.010322,NaN,14.644,100682,340.17,0.022229,0.049846
1.9113,55.754,41.461,-14.117,41.712,14.198,4.1164,3.4733e-5,4.1164,4.8345e-4,4.5712,1.5134,28.61,-80.6,9.792,0.86148,-1.2251e-6,-1.5062,0.0056149,246.98,0,0.0082058,1.5936e-4,439.93,315.86,2.2558,0.1233,1962418,0,1.1088,0.43439,0.43536,0.31985,0.013741,0.10081,0.087644,0.19763,-2.9983e-4,0,0,0,0,-4.2461e-5,0.0053501,55,23.758,82.155,0.010448,NaN,14.638,100671,340.17,0.020694,0.050205
1.932,56.609,41.169,-14.056,41.419,14.134,4.2106,3.8621e-5,4.2106,5.2553e-4,4.54,1.4853,28.61,-80.6,9.792,0.85441,-1.2618e-6,2.4781,0.011789,246.98,0,0.0082058,1.5936e-4,439.95,315.86,2.2562,0.12244,1948511,0,1.0931,0.43437,0.43533,0.31985,0.013738,0.10078,0.086895,0.19583,2.5858e-5,0,0,0,0,1.1657e-4,0.0053125,55,23.758,82.145,0.0089444,NaN,14.632,100661,340.17,0.021182,0.050538
1.9532,57.478,40.872,-14.001,41.12,14.071,4.3065,4.3129e-5,4.3065,5.7381e-4,4.5095,1.3956,28.61,-80.6,9.792,0.78271,0,6.2788,0.011948,246.98,0,0.0082058,1.5936e-4,440.22,315.86,2.2611,0.12156,1934432,0,1.077,0.43435,0.43516,0.31986,0.013734,0.10076,0.079334,0.17906,4.6221e-4,0,0,0,0,7.592e-4,0.0052742,55,23.758,82.052,0.0064914,NaN,14.626,100651,340.16,0.023504,0.050866
1.9767,58.435,40.544,-13.939,40.79,14.002,4.4121,4.8566e-5,4.4121,6.3068e-4,4.4774,1.3265,28.61,-80.6,9.792,0.72268,9.2274e-7,10.105,0.0094584,246.98,0,0.0082058,1.5936e-4,440.45,315.86,2.2652,0.12063,1919443,0,1.0601,0.43433,0.43502,0.31987,0.01373,0.10074,0.073043,0.16373,-2.318e-4,0,0,0,0,0.0019968,0.0052319,55,23.758,81.858,0.0038956,NaN,14.62,100640,340.16,0.026105,0.051196
2.0028,59.488,40.181,-13.883,40.426,13.931,4.5285,5.491e-5,4.5285,6.9474e-4,4.4447,1.1629,28.61,-80.6,9.792,0.55922,1.2511e-6,13.638,0.022386,246.98,0,0.0082058,1.5936e-4,441.07,315.86,2.2765,0.1196,1902876,0,1.0412,0.43431,0.43472,0.31987,0.013726,0.10071,0.056086,0.12389,2.6882e-4,0,0,0,0,0.0037002,0.0051852,55,23.758,81.546,0.0010602,NaN,14.613,100627,340.15,0.035102,0.051523
2.0379,60.89,39.694,-13.83,39.939,13.853,4.6839,6.3526e-5,4.6839,7.7708e-4,4.4099,0.81173,28.61,-80.6,9.792,0.17818,2.7987e-6,16.212,0.067667,246.98,0,0.0082058,1.5936e-4,442.57,315.86,2.3037,0.11821,1880438,0,1.016,0.43428,0.43432,0.31989,0.01372,0.10067,0.017547,0.035012,4.6555e-5,0,0,0,0,0.0053531,0.0051228,55,23.758,81.014,-0.0020179,NaN,14.604,100611,340.15,0.05,0.051847
2.0879,62.858,39.004,-13.803,39.25,13.804,4.9037,7.5171e-5,4.9037,8.7832e-4,4.3856,0.13785,28.61,-80.6,9.792,0.59847,-7.5211e-7,-14.029,0.016198,246.98,0,0.0082058,1.5936e-4,440.91,315.86,2.2735,0.11616,1847499,0,0.98166,0.43424,0.43471,0.3199,0.013712,0.10062,0.06013,0.14132,-3.1131e-4,0,0,0,0,-0.0041516,0.0050346,55,23.758,80.227,-0.0044298,NaN,14.591,100588,340.14,0.032639,0.052174
2.1205,64.123,38.554,-13.766,38.802,13.767,5.0468,8.2003e-5,5.0468,9.3097e-4,4.3863,0.1201,28.61,-80.6,9.792,0.90416,0,-8.9157,0.0095476,246.98,0,0.0082058,1.5936e-4,439.74,315.86,2.2524,0.11484,1826384,0,0.96067,0.43421,0.43527,0.31991,0.013707,0.10059,0.092156,0.20944,-4.5396e-4,0,0,0,0,-0.0017155,0.0049775,55,23.758,79.848,-0.004946,NaN,14.583,100573,340.14,0.022533,0.052501
2.1431,64.988,38.244,-13.716,38.495,13.717,5.1457,8.6294e-5,5.1457,9.6086e-4,4.3897,0.16285,28.61,-80.6,9.792,0.96431,-1.4022e-6,-4.7953,0.0079904,246.98,0,0.0082058,1.5936e-4,439.52,315.86,2.2483,0.11395,1812085,0,0.946,0.43419,0.4354,0.31992,0.013703,0.10057,0.09856,0.22222,-2.8722e-4,0,0,0,0,-5.0407e-4,0.0049382,55,23.758,79.693,-0.0048157,NaN,14.578,100563,340.13,0.021573,0.052827
